gene_id	sample_id	corrected_count
GENE_00423	Control_Batch1_Rep1	1259.351262
GENE_00423	Control_Batch1_Rep4	1321.357529
GENE_00423	Control_Batch2_Rep3	1235.279872
GENE_00423	Control_Batch2_Rep6	1265.314717
GENE_00423	Control_Batch3_Rep2	1323.081590
GENE_00423	Control_Batch3_Rep5	1442.136571
GENE_00423	Treatment_Batch1_Rep2	621.277255
GENE_00423	Treatment_Batch1_Rep5	686.376213
GENE_00423	Treatment_Batch2_Rep1	602.490034
GENE_00423	Treatment_Batch2_Rep4	615.278383
GENE_00423	Treatment_Batch3_Rep3	645.728425
GENE_00423	Treatment_Batch3_Rep6	668.301187
GENE_00424	Control_Batch1_Rep1	106.282829
GENE_00424	Control_Batch1_Rep4	80.447947
GENE_00424	Control_Batch2_Rep3	112.010521
GENE_00424	Control_Batch2_Rep6	90.607509
GENE_00424	Control_Batch3_Rep2	83.720416
GENE_00424	Control_Batch3_Rep5	116.325390
GENE_00424	Treatment_Batch1_Rep2	188.950438
GENE_00424	Treatment_Batch1_Rep5	223.328380
GENE_00424	Treatment_Batch2_Rep1	192.796810
GENE_00424	Treatment_Batch2_Rep4	176.900606
GENE_00424	Treatment_Batch3_Rep3	185.376581
GENE_00424	Treatment_Batch3_Rep6	177.084416
GENE_00425	Control_Batch1_Rep1	99.264152
GENE_00425	Control_Batch1_Rep4	98.548735
GENE_00425	Control_Batch2_Rep3	118.971627
GENE_00425	Control_Batch2_Rep6	95.712157
GENE_00425	Control_Batch3_Rep2	97.175484
GENE_00425	Control_Batch3_Rep5	111.851337
GENE_00425	Treatment_Batch1_Rep2	67.775701
GENE_00425	Treatment_Batch1_Rep5	37.904358
GENE_00425	Treatment_Batch2_Rep1	45.593840
GENE_00425	Treatment_Batch2_Rep4	51.004189
GENE_00425	Treatment_Batch3_Rep3	64.881804
GENE_00425	Treatment_Batch3_Rep6	67.754038
GENE_00426	Control_Batch1_Rep1	11464.508224
GENE_00426	Control_Batch1_Rep4	11649.868320
GENE_00426	Control_Batch2_Rep3	10750.478720
GENE_00426	Control_Batch2_Rep6	10920.119043
GENE_00426	Control_Batch3_Rep2	11951.089529
GENE_00426	Control_Batch3_Rep5	11980.023867
GENE_00426	Treatment_Batch1_Rep2	11758.057139
GENE_00426	Treatment_Batch1_Rep5	11596.684666
GENE_00426	Treatment_Batch2_Rep1	11095.586735
GENE_00426	Treatment_Batch2_Rep4	11089.214604
GENE_00426	Treatment_Batch3_Rep3	12098.911541
GENE_00426	Treatment_Batch3_Rep6	12263.480769
GENE_00427	Control_Batch1_Rep1	2.005336
GENE_00427	Control_Batch1_Rep4	1.005599
GENE_00427	Control_Batch2_Rep3	0.000000
GENE_00427	Control_Batch2_Rep6	0.638081
GENE_00427	Control_Batch3_Rep2	1.495008
GENE_00427	Control_Batch3_Rep5	0.000000
GENE_00427	Treatment_Batch1_Rep2	0.000000
GENE_00427	Treatment_Batch1_Rep5	0.000000
GENE_00427	Treatment_Batch2_Rep1	0.000000
GENE_00427	Treatment_Batch2_Rep4	0.645623
GENE_00427	Treatment_Batch3_Rep3	0.000000
GENE_00427	Treatment_Batch3_Rep6	3.079729
GENE_00428	Control_Batch1_Rep1	3624.645551
GENE_00428	Control_Batch1_Rep4	3729.767941
GENE_00428	Control_Batch2_Rep3	3515.991275
GENE_00428	Control_Batch2_Rep6	3526.673949
GENE_00428	Control_Batch3_Rep2	4033.530092
GENE_00428	Control_Batch3_Rep5	3789.523297
GENE_00428	Treatment_Batch1_Rep2	3760.524475
GENE_00428	Treatment_Batch1_Rep5	3820.144622
GENE_00428	Treatment_Batch2_Rep1	3627.315676
GENE_00428	Treatment_Batch2_Rep4	3587.725055
GENE_00428	Treatment_Batch3_Rep3	3988.686108
GENE_00428	Treatment_Batch3_Rep6	4042.144277
GENE_00429	Control_Batch1_Rep1	289.771110
GENE_00429	Control_Batch1_Rep4	317.769391
GENE_00429	Control_Batch2_Rep3	296.796239
GENE_00429	Control_Batch2_Rep6	285.860310
GENE_00429	Control_Batch3_Rep2	310.961549
GENE_00429	Control_Batch3_Rep5	316.166446
GENE_00429	Treatment_Batch1_Rep2	323.474934
GENE_00429	Treatment_Batch1_Rep5	324.748148
GENE_00429	Treatment_Batch2_Rep1	290.497898
GENE_00429	Treatment_Batch2_Rep4	302.797022
GENE_00429	Treatment_Batch3_Rep3	342.946675
GENE_00429	Treatment_Batch3_Rep6	343.389780
GENE_00430	Control_Batch1_Rep1	1505.004971
GENE_00430	Control_Batch1_Rep4	1516.443800
GENE_00430	Control_Batch2_Rep3	1403.612068
GENE_00430	Control_Batch2_Rep6	1408.882953
GENE_00430	Control_Batch3_Rep2	1590.687923
GENE_00430	Control_Batch3_Rep5	1650.925734
GENE_00430	Treatment_Batch1_Rep2	1577.325394
GENE_00430	Treatment_Batch1_Rep5	1605.300784
GENE_00430	Treatment_Batch2_Rep1	1486.359198
GENE_00430	Treatment_Batch2_Rep4	1494.616430
GENE_00430	Treatment_Batch3_Rep3	1662.210013
GENE_00430	Treatment_Batch3_Rep6	1667.673238
GENE_00431	Control_Batch1_Rep1	0.000000
GENE_00431	Control_Batch1_Rep4	0.000000
GENE_00431	Control_Batch2_Rep3	0.632828
GENE_00431	Control_Batch2_Rep6	0.000000
GENE_00431	Control_Batch3_Rep2	0.000000
GENE_00431	Control_Batch3_Rep5	0.000000
GENE_00431	Treatment_Batch1_Rep2	0.000000
GENE_00431	Treatment_Batch1_Rep5	0.000000
GENE_00431	Treatment_Batch2_Rep1	0.000000
GENE_00431	Treatment_Batch2_Rep4	0.645623
GENE_00431	Treatment_Batch3_Rep3	0.000000
GENE_00431	Treatment_Batch3_Rep6	0.000000
GENE_00432	Control_Batch1_Rep1	48.128074
GENE_00432	Control_Batch1_Rep4	60.335960
GENE_00432	Control_Batch2_Rep3	53.790363
GENE_00432	Control_Batch2_Rep6	57.427294
GENE_00432	Control_Batch3_Rep2	64.285320
GENE_00432	Control_Batch3_Rep5	50.705940
GENE_00432	Treatment_Batch1_Rep2	122.201642
GENE_00432	Treatment_Batch1_Rep5	131.128590
GENE_00432	Treatment_Batch2_Rep1	129.616774
GENE_00432	Treatment_Batch2_Rep4	103.299624
GENE_00432	Treatment_Batch3_Rep3	126.673997
GENE_00432	Treatment_Batch3_Rep6	141.667533
GENE_00433	Control_Batch1_Rep1	407.083290
GENE_00433	Control_Batch1_Rep4	407.267732
GENE_00433	Control_Batch2_Rep3	361.344675
GENE_00433	Control_Batch2_Rep6	376.467818
GENE_00433	Control_Batch3_Rep2	411.127047
GENE_00433	Control_Batch3_Rep5	428.017783
GENE_00433	Treatment_Batch1_Rep2	205.380911
GENE_00433	Treatment_Batch1_Rep5	187.472906
GENE_00433	Treatment_Batch2_Rep1	220.153115
GENE_00433	Treatment_Batch2_Rep4	198.851776
GENE_00433	Treatment_Batch3_Rep3	207.003849
GENE_00433	Treatment_Batch3_Rep6	257.157369
GENE_00434	Control_Batch1_Rep1	1376.663442
GENE_00434	Control_Batch1_Rep4	1377.671092
GENE_00434	Control_Batch2_Rep3	1296.031341
GENE_00434	Control_Batch2_Rep6	1307.428066
GENE_00434	Control_Batch3_Rep2	1490.522424
GENE_00434	Control_Batch3_Rep5	1404.852793
GENE_00434	Treatment_Batch1_Rep2	2859.929182
GENE_00434	Treatment_Batch1_Rep5	2747.553735
GENE_00434	Treatment_Batch2_Rep1	2721.300932
GENE_00434	Treatment_Batch2_Rep4	2699.348291
GENE_00434	Treatment_Batch3_Rep3	2862.523377
GENE_00434	Treatment_Batch3_Rep6	2951.920221
GENE_00435	Control_Batch1_Rep1	38.101392
GENE_00435	Control_Batch1_Rep4	31.173579
GENE_00435	Control_Batch2_Rep3	20.883317
GENE_00435	Control_Batch2_Rep6	25.523241
GENE_00435	Control_Batch3_Rep2	28.405142
GENE_00435	Control_Batch3_Rep5	32.809726
GENE_00435	Treatment_Batch1_Rep2	9.242141
GENE_00435	Treatment_Batch1_Rep5	17.415516
GENE_00435	Treatment_Batch2_Rep1	17.586196
GENE_00435	Treatment_Batch2_Rep4	10.329963
GENE_00435	Treatment_Batch3_Rep3	20.082463
GENE_00435	Treatment_Batch3_Rep6	9.239187
GENE_00436	Control_Batch1_Rep1	554.475516
GENE_00436	Control_Batch1_Rep4	586.264414
GENE_00436	Control_Batch2_Rep3	560.685433
GENE_00436	Control_Batch2_Rep6	528.331108
GENE_00436	Control_Batch3_Rep2	595.012964
GENE_00436	Control_Batch3_Rep5	592.066411
GENE_00436	Treatment_Batch1_Rep2	588.416309
GENE_00436	Treatment_Batch1_Rep5	562.418717
GENE_00436	Treatment_Batch2_Rep1	549.080107
GENE_00436	Treatment_Batch2_Rep4	586.225364
GENE_00436	Treatment_Batch3_Rep3	571.577792
GENE_00436	Treatment_Batch3_Rep6	597.467421
GENE_00437	Control_Batch1_Rep1	175.466935
GENE_00437	Control_Batch1_Rep4	170.951887
GENE_00437	Control_Batch2_Rep3	163.269574
GENE_00437	Control_Batch2_Rep6	181.215017
GENE_00437	Control_Batch3_Rep2	145.015723
GENE_00437	Control_Batch3_Rep5	175.979437
GENE_00437	Treatment_Batch1_Rep2	177.654488
GENE_00437	Treatment_Batch1_Rep5	192.595116
GENE_00437	Treatment_Batch2_Rep1	161.532463
GENE_00437	Treatment_Batch2_Rep4	168.507512
GENE_00437	Treatment_Batch3_Rep3	188.466191
GENE_00437	Treatment_Batch3_Rep6	204.801977
GENE_00438	Control_Batch1_Rep1	421.120645
GENE_00438	Control_Batch1_Rep4	432.407715
GENE_00438	Control_Batch2_Rep3	391.087582
GENE_00438	Control_Batch2_Rep6	396.248331
GENE_00438	Control_Batch3_Rep2	452.987257
GENE_00438	Control_Batch3_Rep5	411.612920
GENE_00438	Treatment_Batch1_Rep2	429.246103
GENE_00438	Treatment_Batch1_Rep5	440.510107
GENE_00438	Treatment_Batch2_Rep1	399.271774
GENE_00438	Treatment_Batch2_Rep4	401.577287
GENE_00438	Treatment_Batch3_Rep3	409.373284
GENE_00438	Treatment_Batch3_Rep6	441.941108
GENE_00439	Control_Batch1_Rep1	43.114733
GENE_00439	Control_Batch1_Rep4	40.223973
GENE_00439	Control_Batch2_Rep3	39.868151
GENE_00439	Control_Batch2_Rep6	42.751430
GENE_00439	Control_Batch3_Rep2	41.860208
GENE_00439	Control_Batch3_Rep5	26.844321
GENE_00439	Treatment_Batch1_Rep2	36.968564
GENE_00439	Treatment_Batch1_Rep5	43.026569
GENE_00439	Treatment_Batch2_Rep1	20.842898
GENE_00439	Treatment_Batch2_Rep4	36.800491
GENE_00439	Treatment_Batch3_Rep3	33.985707
GENE_00439	Treatment_Batch3_Rep6	36.956748
GENE_00440	Control_Batch1_Rep1	117.312180
GENE_00440	Control_Batch1_Rep4	107.599129
GENE_00440	Control_Batch2_Rep3	110.112038
GENE_00440	Control_Batch2_Rep6	109.749940
GENE_00440	Control_Batch3_Rep2	121.095603
GENE_00440	Control_Batch3_Rep5	104.394582
GENE_00440	Treatment_Batch1_Rep2	134.524497
GENE_00440	Treatment_Batch1_Rep5	131.128590
GENE_00440	Treatment_Batch2_Rep1	112.030580
GENE_00440	Treatment_Batch2_Rep4	111.692718
GENE_00440	Treatment_Batch3_Rep3	128.218802
GENE_00440	Treatment_Batch3_Rep6	150.906719
GENE_00441	Control_Batch1_Rep1	294.784451
GENE_00441	Control_Batch1_Rep4	293.635006
GENE_00441	Control_Batch2_Rep3	256.295261
GENE_00441	Control_Batch2_Rep6	257.784743
GENE_00441	Control_Batch3_Rep2	267.606333
GENE_00441	Control_Batch3_Rep5	301.252934
GENE_00441	Treatment_Batch1_Rep2	142.739733
GENE_00441	Treatment_Batch1_Rep5	117.810842
GENE_00441	Treatment_Batch2_Rep1	134.176159
GENE_00441	Treatment_Batch2_Rep4	127.833284
GENE_00441	Treatment_Batch3_Rep3	143.666851
GENE_00441	Treatment_Batch3_Rep6	144.747262
GENE_00442	Control_Batch1_Rep1	93.248143
GENE_00442	Control_Batch1_Rep4	103.576732
GENE_00442	Control_Batch2_Rep3	86.697409
GENE_00442	Control_Batch2_Rep6	89.331346
GENE_00442	Control_Batch3_Rep2	100.165499
GENE_00442	Control_Batch3_Rep5	85.007016
GENE_00442	Treatment_Batch1_Rep2	193.058056
GENE_00442	Treatment_Batch1_Rep5	192.595116
GENE_00442	Treatment_Batch2_Rep1	201.915579
GENE_00442	Treatment_Batch2_Rep4	174.318115
GENE_00442	Treatment_Batch3_Rep3	211.638264
GENE_00442	Treatment_Batch3_Rep6	240.218860
GENE_00443	Control_Batch1_Rep1	137.365544
GENE_00443	Control_Batch1_Rep4	136.761510
GENE_00443	Control_Batch2_Rep3	124.667077
GENE_00443	Control_Batch2_Rep6	139.101669
GENE_00443	Control_Batch3_Rep2	146.510729
GENE_00443	Control_Batch3_Rep5	138.695658
GENE_00443	Treatment_Batch1_Rep2	72.910223
GENE_00443	Treatment_Batch1_Rep5	69.662063
GENE_00443	Treatment_Batch2_Rep1	67.088079
GENE_00443	Treatment_Batch2_Rep4	71.018492
GENE_00443	Treatment_Batch3_Rep3	67.971413
GENE_00443	Treatment_Batch3_Rep6	81.612818
GENE_00444	Control_Batch1_Rep1	8.021346
GENE_00444	Control_Batch1_Rep4	6.033596
GENE_00444	Control_Batch2_Rep3	10.125244
GENE_00444	Control_Batch2_Rep6	9.571216
GENE_00444	Control_Batch3_Rep2	11.960060
GENE_00444	Control_Batch3_Rep5	16.404863
GENE_00444	Treatment_Batch1_Rep2	24.645709
GENE_00444	Treatment_Batch1_Rep5	9.219979
GENE_00444	Treatment_Batch2_Rep1	17.586196
GENE_00444	Treatment_Batch2_Rep4	16.140566
GENE_00444	Treatment_Batch3_Rep3	16.992853
GENE_00444	Treatment_Batch3_Rep6	16.938510
GENE_00445	Control_Batch1_Rep1	1360.620750
GENE_00445	Control_Batch1_Rep4	1341.469516
GENE_00445	Control_Batch2_Rep3	1310.586380
GENE_00445	Control_Batch2_Rep6	1252.553096
GENE_00445	Control_Batch3_Rep2	1364.941799
GENE_00445	Control_Batch3_Rep5	1416.783602
GENE_00445	Treatment_Batch1_Rep2	709.591047
GENE_00445	Treatment_Batch1_Rep5	721.207244
GENE_00445	Treatment_Batch2_Rep1	655.899961
GENE_00445	Treatment_Batch2_Rep4	637.875176
GENE_00445	Treatment_Batch3_Rep3	710.610228
GENE_00445	Treatment_Batch3_Rep6	731.435631
GENE_00446	Control_Batch1_Rep1	67.178770
GENE_00446	Control_Batch1_Rep4	82.459146
GENE_00446	Control_Batch2_Rep3	75.939337
GENE_00446	Control_Batch2_Rep6	74.017401
GENE_00446	Control_Batch3_Rep2	77.740387
GENE_00446	Control_Batch3_Rep5	73.076206
GENE_00446	Treatment_Batch1_Rep2	82.152364
GENE_00446	Treatment_Batch1_Rep5	74.784274
GENE_00446	Treatment_Batch2_Rep1	75.555507
GENE_00446	Treatment_Batch2_Rep4	65.207888
GENE_00446	Treatment_Batch3_Rep3	94.233095
GENE_00446	Treatment_Batch3_Rep6	73.913495
GENE_00447	Control_Batch1_Rep1	171.456263
GENE_00447	Control_Batch1_Rep4	185.030278
GENE_00447	Control_Batch2_Rep3	167.066540
GENE_00447	Control_Batch2_Rep6	174.834207
GENE_00447	Control_Batch3_Rep2	197.340983
GENE_00447	Control_Batch3_Rep5	207.297811
GENE_00447	Treatment_Batch1_Rep2	172.519965
GENE_00447	Treatment_Batch1_Rep5	205.912864
GENE_00447	Treatment_Batch2_Rep1	188.237427
GENE_00447	Treatment_Batch2_Rep4	182.711210
GENE_00447	Treatment_Batch3_Rep3	185.376581
GENE_00447	Treatment_Batch3_Rep6	244.838453
GENE_00448	Control_Batch1_Rep1	20.053364
GENE_00448	Control_Batch1_Rep4	22.123185
GENE_00448	Control_Batch2_Rep3	12.023728
GENE_00448	Control_Batch2_Rep6	15.952027
GENE_00448	Control_Batch3_Rep2	11.960060
GENE_00448	Control_Batch3_Rep5	13.422161
GENE_00448	Treatment_Batch1_Rep2	11.295950
GENE_00448	Treatment_Batch1_Rep5	15.366632
GENE_00448	Treatment_Batch2_Rep1	18.888877
GENE_00448	Treatment_Batch2_Rep4	15.494944
GENE_00448	Treatment_Batch3_Rep3	16.992853
GENE_00448	Treatment_Batch3_Rep6	16.938510
GENE_00449	Control_Batch1_Rep1	52.138747
GENE_00449	Control_Batch1_Rep4	59.330361
GENE_00449	Control_Batch2_Rep3	41.133807
GENE_00449	Control_Batch2_Rep6	47.217997
GENE_00449	Control_Batch3_Rep2	53.820268
GENE_00449	Control_Batch3_Rep5	61.145398
GENE_00449	Treatment_Batch1_Rep2	72.910223
GENE_00449	Treatment_Batch1_Rep5	40.977684
GENE_00449	Treatment_Batch2_Rep1	46.245181
GENE_00449	Treatment_Batch2_Rep4	56.169171
GENE_00449	Treatment_Batch3_Rep3	55.612975
GENE_00449	Treatment_Batch3_Rep6	46.195934
GENE_00450	Control_Batch1_Rep1	17.045359
GENE_00450	Control_Batch1_Rep4	13.072791
GENE_00450	Control_Batch2_Rep3	17.086350
GENE_00450	Control_Batch2_Rep6	21.056675
GENE_00450	Control_Batch3_Rep2	17.940089
GENE_00450	Control_Batch3_Rep5	13.422161
GENE_00450	Treatment_Batch1_Rep2	20.538091
GENE_00450	Treatment_Batch1_Rep5	17.415516
GENE_00450	Treatment_Batch2_Rep1	16.283515
GENE_00450	Treatment_Batch2_Rep4	16.140566
GENE_00450	Treatment_Batch3_Rep3	27.806487
GENE_00450	Treatment_Batch3_Rep6	16.938510
GENE_00451	Control_Batch1_Rep1	227.605682
GENE_00451	Control_Batch1_Rep4	286.595811
GENE_00451	Control_Batch2_Rep3	232.247803
GENE_00451	Control_Batch2_Rep6	242.470798
GENE_00451	Control_Batch3_Rep2	272.091355
GENE_00451	Control_Batch3_Rep5	252.038346
GENE_00451	Treatment_Batch1_Rep2	119.120928
GENE_00451	Treatment_Batch1_Rep5	120.884169
GENE_00451	Treatment_Batch2_Rep1	122.452028
GENE_00451	Treatment_Batch2_Rep4	105.882114
GENE_00451	Treatment_Batch3_Rep3	132.853217
GENE_00451	Treatment_Batch3_Rep6	140.127668
GENE_00452	Control_Batch1_Rep1	4262.342527
GENE_00452	Control_Batch1_Rep4	4275.808381
GENE_00452	Control_Batch2_Rep3	4045.035318
GENE_00452	Control_Batch2_Rep6	4023.739085
GENE_00452	Control_Batch3_Rep2	4411.766976
GENE_00452	Control_Batch3_Rep5	4496.423746
GENE_00452	Treatment_Batch1_Rep2	8721.500374
GENE_00452	Treatment_Batch1_Rep5	8706.733479
GENE_00452	Treatment_Batch2_Rep1	8289.611527
GENE_00452	Treatment_Batch2_Rep4	8324.658425
GENE_00452	Treatment_Batch3_Rep3	9259.560237
GENE_00452	Treatment_Batch3_Rep6	9083.660604
GENE_00453	Control_Batch1_Rep1	368.981898
GENE_00453	Control_Batch1_Rep4	356.987765
GENE_00453	Control_Batch2_Rep3	330.968941
GENE_00453	Control_Batch2_Rep6	342.649523
GENE_00453	Control_Batch3_Rep2	391.691951
GENE_00453	Control_Batch3_Rep5	334.062660
GENE_00453	Treatment_Batch1_Rep2	189.977342
GENE_00453	Treatment_Batch1_Rep5	188.497348
GENE_00453	Treatment_Batch2_Rep1	173.907934
GENE_00453	Treatment_Batch2_Rep4	162.696907
GENE_00453	Treatment_Batch3_Rep3	190.010996
GENE_00453	Treatment_Batch3_Rep6	166.305364
GENE_00454	Control_Batch1_Rep1	6.016009
GENE_00454	Control_Batch1_Rep4	4.022397
GENE_00454	Control_Batch2_Rep3	10.758073
GENE_00454	Control_Batch2_Rep6	3.828487
GENE_00454	Control_Batch3_Rep2	4.485023
GENE_00454	Control_Batch3_Rep5	1.491351
GENE_00454	Treatment_Batch1_Rep2	16.430473
GENE_00454	Treatment_Batch1_Rep5	11.268863
GENE_00454	Treatment_Batch2_Rep1	21.494239
GENE_00454	Treatment_Batch2_Rep4	16.140566
GENE_00454	Treatment_Batch3_Rep3	26.261682
GENE_00454	Treatment_Batch3_Rep6	16.938510
GENE_00455	Control_Batch1_Rep1	282.752433
GENE_00455	Control_Batch1_Rep4	272.517420
GENE_00455	Control_Batch2_Rep3	265.787677
GENE_00455	Control_Batch2_Rep6	260.975148
GENE_00455	Control_Batch3_Rep2	300.496497
GENE_00455	Control_Batch3_Rep5	255.021048
GENE_00455	Treatment_Batch1_Rep2	146.847351
GENE_00455	Treatment_Batch1_Rep5	122.933053
GENE_00455	Treatment_Batch2_Rep1	128.965435
GENE_00455	Treatment_Batch2_Rep4	148.493209
GENE_00455	Treatment_Batch3_Rep3	171.473338
GENE_00455	Treatment_Batch3_Rep6	158.606042
GENE_00456	Control_Batch1_Rep1	4.010673
GENE_00456	Control_Batch1_Rep4	6.033596
GENE_00456	Control_Batch2_Rep3	5.695450
GENE_00456	Control_Batch2_Rep6	5.104648
GENE_00456	Control_Batch3_Rep2	4.485023
GENE_00456	Control_Batch3_Rep5	7.456756
GENE_00456	Treatment_Batch1_Rep2	9.242141
GENE_00456	Treatment_Batch1_Rep5	4.097768
GENE_00456	Treatment_Batch2_Rep1	3.908044
GENE_00456	Treatment_Batch2_Rep4	8.393094
GENE_00456	Treatment_Batch3_Rep3	3.089609
GENE_00456	Treatment_Batch3_Rep6	6.159458
GENE_00457	Control_Batch1_Rep1	95.253479
GENE_00457	Control_Batch1_Rep4	82.459146
GENE_00457	Control_Batch2_Rep3	90.494376
GENE_00457	Control_Batch2_Rep6	77.845888
GENE_00457	Control_Batch3_Rep2	82.225410
GENE_00457	Control_Batch3_Rep5	90.972421
GENE_00457	Treatment_Batch1_Rep2	104.744264
GENE_00457	Treatment_Batch1_Rep5	87.077579
GENE_00457	Treatment_Batch2_Rep1	84.022934
GENE_00457	Treatment_Batch2_Rep4	78.120340
GENE_00457	Treatment_Batch3_Rep3	100.412315
GENE_00457	Treatment_Batch3_Rep6	89.312140
GENE_00458	Control_Batch1_Rep1	235.627028
GENE_00458	Control_Batch1_Rep4	211.175861
GENE_00458	Control_Batch2_Rep3	208.200347
GENE_00458	Control_Batch2_Rep6	213.119070
GENE_00458	Control_Batch3_Rep2	245.181221
GENE_00458	Control_Batch3_Rep5	237.124835
GENE_00458	Treatment_Batch1_Rep2	235.161143
GENE_00458	Treatment_Batch1_Rep5	214.108401
GENE_00458	Treatment_Batch2_Rep1	233.831267
GENE_00458	Treatment_Batch2_Rep4	221.448568
GENE_00458	Treatment_Batch3_Rep3	216.272678
GENE_00458	Treatment_Batch3_Rep6	229.439808
GENE_00459	Control_Batch1_Rep1	3765.019099
GENE_00459	Control_Batch1_Rep4	3763.958319
GENE_00459	Control_Batch2_Rep3	3547.632664
GENE_00459	Control_Batch2_Rep6	3607.072161
GENE_00459	Control_Batch3_Rep2	3818.249019
GENE_00459	Control_Batch3_Rep5	3938.658414
GENE_00459	Treatment_Batch1_Rep2	3782.089471
GENE_00459	Treatment_Batch1_Rep5	3720.773738
GENE_00459	Treatment_Batch2_Rep1	3606.472776
GENE_00459	Treatment_Batch2_Rep4	3640.020490
GENE_00459	Treatment_Batch3_Rep3	4098.367252
GENE_00459	Treatment_Batch3_Rep6	4162.253706
GENE_00460	Control_Batch1_Rep1	18.048028
GENE_00460	Control_Batch1_Rep4	19.106387
GENE_00460	Control_Batch2_Rep3	19.617661
GENE_00460	Control_Batch2_Rep6	22.332837
GENE_00460	Control_Batch3_Rep2	28.405142
GENE_00460	Control_Batch3_Rep5	11.930810
GENE_00460	Treatment_Batch1_Rep2	21.564996
GENE_00460	Treatment_Batch1_Rep5	16.391074
GENE_00460	Treatment_Batch2_Rep1	14.329493
GENE_00460	Treatment_Batch2_Rep4	16.786188
GENE_00460	Treatment_Batch3_Rep3	16.992853
GENE_00460	Treatment_Batch3_Rep6	20.018238
GENE_00461	Control_Batch1_Rep1	279.744428
GENE_00461	Control_Batch1_Rep4	276.539818
GENE_00461	Control_Batch2_Rep3	280.975544
GENE_00461	Control_Batch2_Rep6	274.374850
GENE_00461	Control_Batch3_Rep2	313.951563
GENE_00461	Control_Batch3_Rep5	326.605904
GENE_00461	Treatment_Batch1_Rep2	144.793542
GENE_00461	Treatment_Batch1_Rep5	133.177474
GENE_00461	Treatment_Batch2_Rep1	149.156992
GENE_00461	Treatment_Batch2_Rep4	132.998265
GENE_00461	Treatment_Batch3_Rep3	159.114899
GENE_00461	Treatment_Batch3_Rep6	169.385094
GENE_00462	Control_Batch1_Rep1	36.096055
GENE_00462	Control_Batch1_Rep4	29.162381
GENE_00462	Control_Batch2_Rep3	41.133807
GENE_00462	Control_Batch2_Rep6	39.561025
GENE_00462	Control_Batch3_Rep2	34.385171
GENE_00462	Control_Batch3_Rep5	38.775130
GENE_00462	Treatment_Batch1_Rep2	84.206173
GENE_00462	Treatment_Batch1_Rep5	98.346442
GENE_00462	Treatment_Batch2_Rep1	67.088079
GENE_00462	Treatment_Batch2_Rep4	72.955359
GENE_00462	Treatment_Batch3_Rep3	88.053876
GENE_00462	Treatment_Batch3_Rep6	87.772276
GENE_00463	Control_Batch1_Rep1	130.346866
GENE_00463	Control_Batch1_Rep4	116.649523
GENE_00463	Control_Batch2_Rep3	108.213555
GENE_00463	Control_Batch2_Rep6	123.787724
GENE_00463	Control_Batch3_Rep2	116.610581
GENE_00463	Control_Batch3_Rep5	175.979437
GENE_00463	Treatment_Batch1_Rep2	68.802605
GENE_00463	Treatment_Batch1_Rep5	49.173221
GENE_00463	Treatment_Batch2_Rep1	70.344782
GENE_00463	Treatment_Batch2_Rep4	62.625396
GENE_00463	Treatment_Batch3_Rep3	72.605827
GENE_00463	Treatment_Batch3_Rep6	87.772276
GENE_00464	Control_Batch1_Rep1	8.021346
GENE_00464	Control_Batch1_Rep4	9.050394
GENE_00464	Control_Batch2_Rep3	10.758073
GENE_00464	Control_Batch2_Rep6	10.209297
GENE_00464	Control_Batch3_Rep2	7.475037
GENE_00464	Control_Batch3_Rep5	17.896214
GENE_00464	Treatment_Batch1_Rep2	14.376664
GENE_00464	Treatment_Batch1_Rep5	23.562168
GENE_00464	Treatment_Batch2_Rep1	17.586196
GENE_00464	Treatment_Batch2_Rep4	16.140566
GENE_00464	Treatment_Batch3_Rep3	24.716877
GENE_00464	Treatment_Batch3_Rep6	15.398645
GENE_00465	Control_Batch1_Rep1	6.016009
GENE_00465	Control_Batch1_Rep4	3.016798
GENE_00465	Control_Batch2_Rep3	8.226762
GENE_00465	Control_Batch2_Rep6	3.190405
GENE_00465	Control_Batch3_Rep2	2.990015
GENE_00465	Control_Batch3_Rep5	11.930810
GENE_00465	Treatment_Batch1_Rep2	5.134523
GENE_00465	Treatment_Batch1_Rep5	2.048884
GENE_00465	Treatment_Batch2_Rep1	1.954022
GENE_00465	Treatment_Batch2_Rep4	3.873736
GENE_00465	Treatment_Batch3_Rep3	3.089609
GENE_00465	Treatment_Batch3_Rep6	1.539865
GENE_00466	Control_Batch1_Rep1	120.320184
GENE_00466	Control_Batch1_Rep4	121.677520
GENE_00466	Control_Batch2_Rep3	102.518104
GENE_00466	Control_Batch2_Rep6	109.749940
GENE_00466	Control_Batch3_Rep2	128.570640
GENE_00466	Control_Batch3_Rep5	141.678361
GENE_00466	Treatment_Batch1_Rep2	127.336165
GENE_00466	Treatment_Batch1_Rep5	131.128590
GENE_00466	Treatment_Batch2_Rep1	113.333261
GENE_00466	Treatment_Batch2_Rep4	106.527737
GENE_00466	Treatment_Batch3_Rep3	118.949973
GENE_00466	Treatment_Batch3_Rep6	138.587804
GENE_00467	Control_Batch1_Rep1	1060.822958
GENE_00467	Control_Batch1_Rep4	1128.282456
GENE_00467	Control_Batch2_Rep3	1044.798703
GENE_00467	Control_Batch2_Rep6	1065.595349
GENE_00467	Control_Batch3_Rep2	1121.255585
GENE_00467	Control_Batch3_Rep5	1127.461477
