gene_id	sample_id	normalized_count
GENE_00540	Treatment_Batch3_Rep3	61.792194
GENE_00540	Treatment_Batch3_Rep6	48.395741
GENE_00541	Control_Batch1_Rep1	250.667051
GENE_00541	Control_Batch1_Rep4	252.405434
GENE_00541	Control_Batch2_Rep3	261.124736
GENE_00541	Control_Batch2_Rep6	283.442318
GENE_00541	Control_Batch3_Rep2	256.286991
GENE_00541	Control_Batch3_Rep5	244.297523
GENE_00541	Treatment_Batch1_Rep2	154.035683
GENE_00541	Treatment_Batch1_Rep5	127.030821
GENE_00541	Treatment_Batch2_Rep1	149.465522
GENE_00541	Treatment_Batch2_Rep4	157.667847
GENE_00541	Treatment_Batch3_Rep3	127.998116
GENE_00541	Treatment_Batch3_Rep6	107.057245
GENE_00542	Control_Batch1_Rep1	29.077378
GENE_00542	Control_Batch1_Rep4	23.128785
GENE_00542	Control_Batch2_Rep3	29.309919
GENE_00542	Control_Batch2_Rep6	18.134935
GENE_00542	Control_Batch3_Rep2	34.171599
GENE_00542	Control_Batch3_Rep5	21.305017
GENE_00542	Treatment_Batch1_Rep2	63.668082
GENE_00542	Treatment_Batch1_Rep5	54.295432
GENE_00542	Treatment_Batch2_Rep1	55.535354
GENE_00542	Treatment_Batch2_Rep4	53.009017
GENE_00542	Treatment_Batch3_Rep3	44.137281
GENE_00542	Treatment_Batch3_Rep6	64.527655
GENE_00543	Control_Batch1_Rep1	126.336193
GENE_00543	Control_Batch1_Rep4	120.671920
GENE_00543	Control_Batch2_Rep3	124.567157
GENE_00543	Control_Batch2_Rep6	149.109466
GENE_00543	Control_Batch3_Rep2	130.991129
GENE_00543	Control_Batch3_Rep5	103.684414
GENE_00543	Treatment_Batch1_Rep2	66.748796
GENE_00543	Treatment_Batch1_Rep5	65.564295
GENE_00543	Treatment_Batch2_Rep1	62.391571
GENE_00543	Treatment_Batch2_Rep4	70.678690
GENE_00543	Treatment_Batch3_Rep3	85.332077
GENE_00543	Treatment_Batch3_Rep6	71.860343
GENE_00544	Control_Batch1_Rep1	223.595009
GENE_00544	Control_Batch1_Rep4	250.394235
GENE_00544	Control_Batch2_Rep3	222.488933
GENE_00544	Control_Batch2_Rep6	218.290885
GENE_00544	Control_Batch3_Rep2	223.539209
GENE_00544	Control_Batch3_Rep5	271.283878
GENE_00544	Treatment_Batch1_Rep2	481.618236
GENE_00544	Treatment_Batch1_Rep5	455.876738
GENE_00544	Treatment_Batch2_Rep1	483.363271
GENE_00544	Treatment_Batch2_Rep4	472.323937
GENE_00544	Treatment_Batch3_Rep3	470.797667
GENE_00544	Treatment_Batch3_Rep6	483.957410
GENE_00545	Control_Batch1_Rep1	126.336193
GENE_00545	Control_Batch1_Rep4	94.526338
GENE_00545	Control_Batch2_Rep3	99.920179
GENE_00545	Control_Batch2_Rep6	106.794617
GENE_00545	Control_Batch3_Rep2	105.362430
GENE_00545	Control_Batch3_Rep5	99.423411
GENE_00545	Treatment_Batch1_Rep2	57.506655
GENE_00545	Treatment_Batch1_Rep5	57.368758
GENE_00545	Treatment_Batch2_Rep1	55.535354
GENE_00545	Treatment_Batch2_Rep4	53.688620
GENE_00545	Treatment_Batch3_Rep3	58.849708
GENE_00545	Treatment_Batch3_Rep6	45.462666
GENE_00546	Control_Batch1_Rep1	46.122737
GENE_00546	Control_Batch1_Rep4	46.257570
GENE_00546	Control_Batch2_Rep3	49.960090
GENE_00546	Control_Batch2_Rep6	37.613199
GENE_00546	Control_Batch3_Rep2	49.833582
GENE_00546	Control_Batch3_Rep5	45.450702
GENE_00546	Treatment_Batch1_Rep2	52.372132
GENE_00546	Treatment_Batch1_Rep5	54.295432
GENE_00546	Treatment_Batch2_Rep1	53.478490
GENE_00546	Treatment_Batch2_Rep4	46.892592
GENE_00546	Treatment_Batch3_Rep3	51.493495
GENE_00546	Treatment_Batch3_Rep6	42.529591
GENE_00547	Control_Batch1_Rep1	5.013341
GENE_00547	Control_Batch1_Rep4	0.000000
GENE_00547	Control_Batch2_Rep3	2.664538
GENE_00547	Control_Batch2_Rep6	5.373314
GENE_00547	Control_Batch3_Rep2	2.847633
GENE_00547	Control_Batch3_Rep5	7.101672
GENE_00547	Treatment_Batch1_Rep2	2.053809
GENE_00547	Treatment_Batch1_Rep5	6.146653
GENE_00547	Treatment_Batch2_Rep1	1.371243
GENE_00547	Treatment_Batch2_Rep4	1.359206
GENE_00547	Treatment_Batch3_Rep3	5.884971
GENE_00547	Treatment_Batch3_Rep6	5.866150
GENE_00548	Control_Batch1_Rep1	23.061369
GENE_00548	Control_Batch1_Rep4	27.151182
GENE_00548	Control_Batch2_Rep3	25.979247
GENE_00548	Control_Batch2_Rep6	28.881563
GENE_00548	Control_Batch3_Rep2	29.900149
GENE_00548	Control_Batch3_Rep5	22.725351
GENE_00548	Treatment_Batch1_Rep2	24.645709
GENE_00548	Treatment_Batch1_Rep5	29.708821
GENE_00548	Treatment_Batch2_Rep1	23.996758
GENE_00548	Treatment_Batch2_Rep4	24.465700
GENE_00548	Treatment_Batch3_Rep3	23.539883
GENE_00548	Treatment_Batch3_Rep6	17.598451
GENE_00549	Control_Batch1_Rep1	424.128650
GENE_00549	Control_Batch1_Rep4	462.575695
GENE_00549	Control_Batch2_Rep3	454.303749
GENE_00549	Control_Batch2_Rep6	417.103506
GENE_00549	Control_Batch3_Rep2	442.806968
GENE_00549	Control_Batch3_Rep5	399.113977
GENE_00549	Treatment_Batch1_Rep2	426.165390
GENE_00549	Treatment_Batch1_Rep5	468.170044
GENE_00549	Treatment_Batch2_Rep1	488.848244
GENE_00549	Treatment_Batch2_Rep4	482.517979
GENE_00549	Treatment_Batch3_Rep3	439.901570
GENE_00549	Treatment_Batch3_Rep6	448.760507
GENE_00550	Control_Batch1_Rep1	846.251963
GENE_00550	Control_Batch1_Rep4	813.529864
GENE_00550	Control_Batch2_Rep3	797.363032
GENE_00550	Control_Batch2_Rep6	801.295463
GENE_00550	Control_Batch3_Rep2	814.423104
GENE_00550	Control_Batch3_Rep5	781.183941
GENE_00550	Treatment_Batch1_Rep2	840.007925
GENE_00550	Treatment_Batch1_Rep5	839.018087
GENE_00550	Treatment_Batch2_Rep1	878.281347
GENE_00550	Treatment_Batch2_Rep4	802.610892
GENE_00550	Treatment_Batch3_Rep3	857.734499
GENE_00550	Treatment_Batch3_Rep6	843.259123
GENE_00551	Control_Batch1_Rep1	22.058700
GENE_00551	Control_Batch1_Rep4	30.167980
GENE_00551	Control_Batch2_Rep3	24.646978
GENE_00551	Control_Batch2_Rep6	25.523242
GENE_00551	Control_Batch3_Rep2	29.900149
GENE_00551	Control_Batch3_Rep5	29.827023
GENE_00551	Treatment_Batch1_Rep2	16.430473
GENE_00551	Treatment_Batch1_Rep5	15.366632
GENE_00551	Treatment_Batch2_Rep1	13.026812
GENE_00551	Treatment_Batch2_Rep4	6.796028
GENE_00551	Treatment_Batch3_Rep3	22.068641
GENE_00551	Treatment_Batch3_Rep6	14.665376
GENE_00552	Control_Batch1_Rep1	150.400230
GENE_00552	Control_Batch1_Rep4	148.828702
GENE_00552	Control_Batch2_Rep3	135.225310
GENE_00552	Control_Batch2_Rep6	139.034502
GENE_00552	Control_Batch3_Rep2	142.381662
GENE_00552	Control_Batch3_Rep5	129.250434
GENE_00552	Treatment_Batch1_Rep2	344.013025
GENE_00552	Treatment_Batch1_Rep5	295.039327
GENE_00552	Treatment_Batch2_Rep1	316.071585
GENE_00552	Treatment_Batch2_Rep4	303.102843
GENE_00552	Treatment_Batch3_Rep3	348.684522
GENE_00552	Treatment_Batch3_Rep6	329.970961
GENE_00553	Control_Batch1_Rep1	99.264152
GENE_00553	Control_Batch1_Rep4	89.498341
GENE_00553	Control_Batch2_Rep3	92.592700
GENE_00553	Control_Batch2_Rep6	96.719653
GENE_00553	Control_Batch3_Rep2	95.395713
GENE_00553	Control_Batch3_Rep5	103.684414
GENE_00553	Treatment_Batch1_Rep2	54.425941
GENE_00553	Treatment_Batch1_Rep5	40.977684
GENE_00553	Treatment_Batch2_Rep1	43.879786
GENE_00553	Treatment_Batch2_Rep4	51.649812
GENE_00553	Treatment_Batch3_Rep3	57.378466
GENE_00553	Treatment_Batch3_Rep6	43.996128
GENE_00554	Control_Batch1_Rep1	565.504866
GENE_00554	Control_Batch1_Rep4	601.348404
GENE_00554	Control_Batch2_Rep3	618.172844
GENE_00554	Control_Batch2_Rep6	601.139513
GENE_00554	Control_Batch3_Rep2	632.174577
GENE_00554	Control_Batch3_Rep5	599.381133
GENE_00554	Treatment_Batch1_Rep2	1315.464733
GENE_00554	Treatment_Batch1_Rep5	1291.821499
GENE_00554	Treatment_Batch2_Rep1	1291.025586
GENE_00554	Treatment_Batch2_Rep4	1270.177610
GENE_00554	Treatment_Batch3_Rep3	1312.348496
GENE_00554	Treatment_Batch3_Rep6	1248.023503
GENE_00555	Control_Batch1_Rep1	120.320184
GENE_00555	Control_Batch1_Rep4	120.671920
GENE_00555	Control_Batch2_Rep3	119.238081
GENE_00555	Control_Batch2_Rep6	158.512765
GENE_00555	Control_Batch3_Rep2	139.534028
GENE_00555	Control_Batch3_Rep5	129.250434
GENE_00555	Treatment_Batch1_Rep2	62.641178
GENE_00555	Treatment_Batch1_Rep5	65.564295
GENE_00555	Treatment_Batch2_Rep1	74.047139
GENE_00555	Treatment_Batch2_Rep4	65.921470
GENE_00555	Treatment_Batch3_Rep3	69.148407
GENE_00555	Treatment_Batch3_Rep6	80.659568
GENE_00556	Control_Batch1_Rep1	146.389558
GENE_00556	Control_Batch1_Rep4	136.761510
GENE_00556	Control_Batch2_Rep3	149.880269
GENE_00556	Control_Batch2_Rep6	145.079480
GENE_00556	Control_Batch3_Rep2	140.957845
GENE_00556	Control_Batch3_Rep5	146.294447
GENE_00556	Treatment_Batch1_Rep2	160.197110
GENE_00556	Treatment_Batch1_Rep5	133.177474
GENE_00556	Treatment_Batch2_Rep1	153.579252
GENE_00556	Treatment_Batch2_Rep4	147.473805
GENE_00556	Treatment_Batch3_Rep3	142.710543
GENE_00556	Treatment_Batch3_Rep6	146.653761
GENE_00557	Control_Batch1_Rep1	76.202783
GENE_00557	Control_Batch1_Rep4	52.291166
GENE_00557	Control_Batch2_Rep3	59.952108
GENE_00557	Control_Batch2_Rep6	61.121448
GENE_00557	Control_Batch3_Rep2	46.985948
GENE_00557	Control_Batch3_Rep5	65.335384
GENE_00557	Treatment_Batch1_Rep2	68.802605
GENE_00557	Treatment_Batch1_Rep5	49.173221
GENE_00557	Treatment_Batch2_Rep1	63.762814
GENE_00557	Treatment_Batch2_Rep4	65.921470
GENE_00557	Treatment_Batch3_Rep3	64.734679
GENE_00557	Treatment_Batch3_Rep6	51.328816
GENE_00558	Control_Batch1_Rep1	201.536309
GENE_00558	Control_Batch1_Rep4	213.187059
GENE_00558	Control_Batch2_Rep3	207.167839
GENE_00558	Control_Batch2_Rep6	202.842607
GENE_00558	Control_Batch3_Rep2	217.843942
GENE_00558	Control_Batch3_Rep5	222.992507
GENE_00558	Treatment_Batch1_Rep2	215.649956
GENE_00558	Treatment_Batch1_Rep5	232.548359
GENE_00558	Treatment_Batch2_Rep1	202.258390
GENE_00558	Treatment_Batch2_Rep4	212.715672
GENE_00558	Treatment_Batch3_Rep3	200.089008
GENE_00558	Treatment_Batch3_Rep6	240.512167
GENE_00559	Control_Batch1_Rep1	20.053364
GENE_00559	Control_Batch1_Rep4	23.128785
GENE_00559	Control_Batch2_Rep3	17.985632
GENE_00559	Control_Batch2_Rep6	20.821592
GENE_00559	Control_Batch3_Rep2	22.781066
GENE_00559	Control_Batch3_Rep5	21.305017
GENE_00559	Treatment_Batch1_Rep2	13.349759
GENE_00559	Treatment_Batch1_Rep5	22.537726
GENE_00559	Treatment_Batch2_Rep1	15.769298
GENE_00559	Treatment_Batch2_Rep4	28.543317
GENE_00559	Treatment_Batch3_Rep3	26.482369
GENE_00559	Treatment_Batch3_Rep6	24.931139
GENE_00560	Control_Batch1_Rep1	316.843152
GENE_00560	Control_Batch1_Rep4	325.814185
GENE_00560	Control_Batch2_Rep3	297.762135
GENE_00560	Control_Batch2_Rep6	282.098989
GENE_00560	Control_Batch3_Rep2	300.425306
GENE_00560	Control_Batch3_Rep5	335.198927
GENE_00560	Treatment_Batch1_Rep2	317.313507
GENE_00560	Treatment_Batch1_Rep5	330.894801
GENE_00560	Treatment_Batch2_Rep1	348.295803
GENE_00560	Treatment_Batch2_Rep4	314.656091
GENE_00560	Treatment_Batch3_Rep3	317.788425
GENE_00560	Treatment_Batch3_Rep6	324.104811
GENE_00561	Control_Batch1_Rep1	3073.178040
GENE_00561	Control_Batch1_Rep4	3059.033183
GENE_00561	Control_Batch2_Rep3	3096.859428
GENE_00561	Control_Batch2_Rep6	3115.850504
GENE_00561	Control_Batch3_Rep2	3125.277472
GENE_00561	Control_Batch3_Rep5	3056.559710
GENE_00561	Treatment_Batch1_Rep2	1617.374672
GENE_00561	Treatment_Batch1_Rep5	1574.567521
GENE_00561	Treatment_Batch2_Rep1	1544.705601
GENE_00561	Treatment_Batch2_Rep4	1532.504286
GENE_00561	Treatment_Batch3_Rep3	1630.136921
GENE_00561	Treatment_Batch3_Rep6	1488.535670
GENE_00562	Control_Batch1_Rep1	5.013341
GENE_00562	Control_Batch1_Rep4	4.022397
GENE_00562	Control_Batch2_Rep3	9.992018
GENE_00562	Control_Batch2_Rep6	6.044978
GENE_00562	Control_Batch3_Rep2	5.695266
GENE_00562	Control_Batch3_Rep5	5.681338
GENE_00562	Treatment_Batch1_Rep2	10.269046
GENE_00562	Treatment_Batch1_Rep5	12.293305
GENE_00562	Treatment_Batch2_Rep1	14.398055
GENE_00562	Treatment_Batch2_Rep4	10.873645
GENE_00562	Treatment_Batch3_Rep3	16.183670
GENE_00562	Treatment_Batch3_Rep6	11.732301
GENE_00563	Control_Batch1_Rep1	87.232134
GENE_00563	Control_Batch1_Rep4	97.543136
GENE_00563	Control_Batch2_Rep3	113.242870
GENE_00563	Control_Batch2_Rep6	95.376325
GENE_00563	Control_Batch3_Rep2	108.210063
GENE_00563	Control_Batch3_Rep5	105.104748
GENE_00563	Treatment_Batch1_Rep2	52.372132
GENE_00563	Treatment_Batch1_Rep5	47.124337
GENE_00563	Treatment_Batch2_Rep1	47.307895
GENE_00563	Treatment_Batch2_Rep4	46.212990
GENE_00563	Treatment_Batch3_Rep3	50.022252
GENE_00563	Treatment_Batch3_Rep6	63.061117
GENE_00564	Control_Batch1_Rep1	9.024014
GENE_00564	Control_Batch1_Rep4	9.050394
GENE_00564	Control_Batch2_Rep3	8.659749
GENE_00564	Control_Batch2_Rep6	11.418292
GENE_00564	Control_Batch3_Rep2	7.119083
GENE_00564	Control_Batch3_Rep5	8.522007
GENE_00564	Treatment_Batch1_Rep2	13.349759
GENE_00564	Treatment_Batch1_Rep5	22.537726
GENE_00564	Treatment_Batch2_Rep1	13.712433
GENE_00564	Treatment_Batch2_Rep4	12.912453
GENE_00564	Treatment_Batch3_Rep3	10.298699
GENE_00564	Treatment_Batch3_Rep6	16.131914
GENE_00565	Control_Batch1_Rep1	425.131318
GENE_00565	Control_Batch1_Rep4	441.458109
GENE_00565	Control_Batch2_Rep3	399.680718
GENE_00565	Control_Batch2_Rep6	447.328397
GENE_00565	Control_Batch3_Rep2	429.992618
GENE_00565	Control_Batch3_Rep5	430.361335
GENE_00565	Treatment_Batch1_Rep2	215.649956
GENE_00565	Treatment_Batch1_Rep5	233.572801
GENE_00565	Treatment_Batch2_Rep1	213.913958
GENE_00565	Treatment_Batch2_Rep4	208.638056
GENE_00565	Treatment_Batch3_Rep3	248.640018
GENE_00565	Treatment_Batch3_Rep6	217.047566
GENE_00566	Control_Batch1_Rep1	2309.144870
GENE_00566	Control_Batch1_Rep4	2277.682498
GENE_00566	Control_Batch2_Rep3	2284.841437
GENE_00566	Control_Batch2_Rep6	2233.955330
GENE_00566	Control_Batch3_Rep2	2174.167973
GENE_00566	Control_Batch3_Rep5	2163.169349
GENE_00566	Treatment_Batch1_Rep2	2288.970250
GENE_00566	Treatment_Batch1_Rep5	2300.896975
GENE_00566	Treatment_Batch2_Rep1	2284.491372
GENE_00566	Treatment_Batch2_Rep4	2284.144969
GENE_00566	Treatment_Batch3_Rep3	2384.884431
GENE_00566	Treatment_Batch3_Rep6	2343.527094
GENE_00567	Control_Batch1_Rep1	460.224705
GENE_00567	Control_Batch1_Rep4	452.519702
GENE_00567	Control_Batch2_Rep3	454.303749
GENE_00567	Control_Batch2_Rep6	446.656733
GENE_00567	Control_Batch3_Rep2	467.011850
GENE_00567	Control_Batch3_Rep5	430.361335
GENE_00567	Treatment_Batch1_Rep2	462.107049
GENE_00567	Treatment_Batch1_Rep5	453.827854
GENE_00567	Treatment_Batch2_Rep1	439.483484
GENE_00567	Treatment_Batch2_Rep4	483.197582
GENE_00567	Treatment_Batch3_Rep3	479.625123
GENE_00567	Treatment_Batch3_Rep6	401.831304
GENE_00568	Control_Batch1_Rep1	27.072041
GENE_00568	Control_Batch1_Rep4	29.162381
GENE_00568	Control_Batch2_Rep3	15.987229
GENE_00568	Control_Batch2_Rep6	24.179913
GENE_00568	Control_Batch3_Rep2	29.900149
GENE_00568	Control_Batch3_Rep5	39.769364
GENE_00568	Treatment_Batch1_Rep2	40.049278
GENE_00568	Treatment_Batch1_Rep5	29.708821
GENE_00568	Treatment_Batch2_Rep1	34.966705
GENE_00568	Treatment_Batch2_Rep4	29.222920
GENE_00568	Treatment_Batch3_Rep3	23.539883
GENE_00568	Treatment_Batch3_Rep6	24.931139
GENE_00569	Control_Batch1_Rep1	30.080046
GENE_00569	Control_Batch1_Rep4	37.207175
GENE_00569	Control_Batch2_Rep3	37.303534
GENE_00569	Control_Batch2_Rep6	35.598206
GENE_00569	Control_Batch3_Rep2	34.171599
GENE_00569	Control_Batch3_Rep5	31.247358
GENE_00569	Treatment_Batch1_Rep2	45.183800
GENE_00569	Treatment_Batch1_Rep5	30.733263
GENE_00569	Treatment_Batch2_Rep1	38.394813
GENE_00569	Treatment_Batch2_Rep4	40.096564
GENE_00569	Treatment_Batch3_Rep3	41.194796
GENE_00569	Treatment_Batch3_Rep6	24.931139
GENE_00570	Control_Batch1_Rep1	617.643613
GENE_00570	Control_Batch1_Rep4	580.230817
GENE_00570	Control_Batch2_Rep3	592.859731
GENE_00570	Control_Batch2_Rep6	586.362899
GENE_00570	Control_Batch3_Rep2	588.036262
GENE_00570	Control_Batch3_Rep5	589.438792
GENE_00570	Treatment_Batch1_Rep2	563.770600
GENE_00570	Treatment_Batch1_Rep5	577.785349
GENE_00570	Treatment_Batch2_Rep1	574.550951
GENE_00570	Treatment_Batch2_Rep4	578.341972
GENE_00570	Treatment_Batch3_Rep3	600.267025
GENE_00570	Treatment_Batch3_Rep6	576.349279
GENE_00571	Control_Batch1_Rep1	98.261484
GENE_00571	Control_Batch1_Rep4	72.403152
GENE_00571	Control_Batch2_Rep3	87.263623
GENE_00571	Control_Batch2_Rep6	87.988018
GENE_00571	Control_Batch3_Rep2	82.581364
GENE_00571	Control_Batch3_Rep5	51.132040
GENE_00571	Treatment_Batch1_Rep2	44.156896
GENE_00571	Treatment_Batch1_Rep5	53.270990
GENE_00571	Treatment_Batch2_Rep1	39.080435
GENE_00571	Treatment_Batch2_Rep4	40.096564
GENE_00571	Treatment_Batch3_Rep3	51.493495
GENE_00571	Treatment_Batch3_Rep6	42.529591
GENE_00572	Control_Batch1_Rep1	103.274825
GENE_00572	Control_Batch1_Rep4	74.414351
GENE_00572	Control_Batch2_Rep3	89.928162
GENE_00572	Control_Batch2_Rep6	100.077975
GENE_00572	Control_Batch3_Rep2	79.733730
GENE_00572	Control_Batch3_Rep5	83.799732
GENE_00572	Treatment_Batch1_Rep2	188.950438
GENE_00572	Treatment_Batch1_Rep5	171.081832
GENE_00572	Treatment_Batch2_Rep1	235.168230
GENE_00572	Treatment_Batch2_Rep4	201.162425
GENE_00572	Treatment_Batch3_Rep3	182.434096
GENE_00572	Treatment_Batch3_Rep6	217.047566
GENE_00573	Control_Batch1_Rep1	57.152088
GENE_00573	Control_Batch1_Rep4	50.279967
GENE_00573	Control_Batch2_Rep3	50.626224
GENE_00573	Control_Batch2_Rep6	65.151433
GENE_00573	Control_Batch3_Rep2	49.833582
GENE_00573	Control_Batch3_Rep5	41.189699
GENE_00573	Treatment_Batch1_Rep2	39.022373
GENE_00573	Treatment_Batch1_Rep5	25.611053
GENE_00573	Treatment_Batch2_Rep1	32.909840
GENE_00573	Treatment_Batch2_Rep4	29.902523
GENE_00573	Treatment_Batch3_Rep3	27.953611
GENE_00573	Treatment_Batch3_Rep6	27.864215
GENE_00574	Control_Batch1_Rep1	90.240138
GENE_00574	Control_Batch1_Rep4	98.548735
GENE_00574	Control_Batch2_Rep3	95.257238
GENE_00574	Control_Batch2_Rep6	96.719653
GENE_00574	Control_Batch3_Rep2	85.428997
GENE_00574	Control_Batch3_Rep5	90.901404
GENE_00574	Treatment_Batch1_Rep2	184.842820
GENE_00574	Treatment_Batch1_Rep5	174.155158
GENE_00574	Treatment_Batch2_Rep1	194.030930
GENE_00574	Treatment_Batch2_Rep4	182.813150
GENE_00574	Treatment_Batch3_Rep3	175.077882
GENE_00574	Treatment_Batch3_Rep6	195.049502
GENE_00575	Control_Batch1_Rep1	519.382129
GENE_00575	Control_Batch1_Rep4	519.894857
GENE_00575	Control_Batch2_Rep3	549.560987
GENE_00575	Control_Batch2_Rep6	521.211466
GENE_00575	Control_Batch3_Rep2	526.812148
GENE_00575	Control_Batch3_Rep5	529.784745
GENE_00575	Treatment_Batch1_Rep2	320.394221
GENE_00575	Treatment_Batch1_Rep5	274.550485
GENE_00575	Treatment_Batch2_Rep1	239.967581
GENE_00575	Treatment_Batch2_Rep4	261.647073
GENE_00575	Treatment_Batch3_Rep3	254.524989
GENE_00575	Treatment_Batch3_Rep6	269.842919
GENE_00576	Control_Batch1_Rep1	115.306843
GENE_00576	Control_Batch1_Rep4	101.565533
GENE_00576	Control_Batch2_Rep3	109.246063
GENE_00576	Control_Batch2_Rep6	112.839596
GENE_00576	Control_Batch3_Rep2	109.633879
GENE_00576	Control_Batch3_Rep5	130.670768
GENE_00576	Treatment_Batch1_Rep2	123.228546
GENE_00576	Treatment_Batch1_Rep5	115.761958
GENE_00576	Treatment_Batch2_Rep1	123.411899
GENE_00576	Treatment_Batch2_Rep4	121.648899
GENE_00576	Treatment_Batch3_Rep3	135.354329
GENE_00576	Treatment_Batch3_Rep6	137.854535
GENE_00577	Control_Batch1_Rep1	31.082714
GENE_00577	Control_Batch1_Rep4	38.212775
GENE_00577	Control_Batch2_Rep3	36.637399
GENE_00577	Control_Batch2_Rep6	34.926542
GENE_00577	Control_Batch3_Rep2	19.933433
GENE_00577	Control_Batch3_Rep5	31.247358
GENE_00577	Treatment_Batch1_Rep2	39.022373
GENE_00577	Treatment_Batch1_Rep5	25.611053
GENE_00577	Treatment_Batch2_Rep1	32.909840
GENE_00577	Treatment_Batch2_Rep4	31.941331
GENE_00577	Treatment_Batch3_Rep3	25.011126
GENE_00577	Treatment_Batch3_Rep6	30.797290
GENE_00578	Control_Batch1_Rep1	22.058700
GENE_00578	Control_Batch1_Rep4	37.207175
GENE_00578	Control_Batch2_Rep3	25.313112
GENE_00578	Control_Batch2_Rep6	23.508249
GENE_00578	Control_Batch3_Rep2	38.443049
GENE_00578	Control_Batch3_Rep5	19.884682
GENE_00578	Treatment_Batch1_Rep2	37.995468
GENE_00578	Treatment_Batch1_Rep5	27.659937
GENE_00578	Treatment_Batch2_Rep1	21.939893
GENE_00578	Treatment_Batch2_Rep4	30.582125
GENE_00578	Treatment_Batch3_Rep3	32.367340
GENE_00578	Treatment_Batch3_Rep6	26.397677
GENE_00579	Control_Batch1_Rep1	226.603014
GENE_00579	Control_Batch1_Rep4	216.203857
GENE_00579	Control_Batch2_Rep3	190.514475
GENE_00579	Control_Batch2_Rep6	244.485791
GENE_00579	Control_Batch3_Rep2	224.963025
GENE_00579	Control_Batch3_Rep5	208.789162
GENE_00579	Treatment_Batch1_Rep2	247.483997
GENE_00579	Treatment_Batch1_Rep5	221.279495
GENE_00579	Treatment_Batch2_Rep1	207.743363
GENE_00579	Treatment_Batch2_Rep4	209.317659
GENE_00579	Treatment_Batch3_Rep3	189.790309
GENE_00579	Treatment_Batch3_Rep6	196.516039
GENE_00580	Control_Batch1_Rep1	147.392226
GENE_00580	Control_Batch1_Rep4	149.834301
GENE_00580	Control_Batch2_Rep3	155.209345
GENE_00580	Control_Batch2_Rep6	150.452794
GENE_00580	Control_Batch3_Rep2	170.857994
GENE_00580	Control_Batch3_Rep5	124.989431
GENE_00580	Treatment_Batch1_Rep2	132.470687
GENE_00580	Treatment_Batch1_Rep5	172.106274
GENE_00580	Treatment_Batch2_Rep1	141.238062
GENE_00580	Treatment_Batch2_Rep4	154.269833
GENE_00580	Treatment_Batch3_Rep3	132.411844
GENE_00580	Treatment_Batch3_Rep6	148.120298
GENE_00581	Control_Batch1_Rep1	95.253479
GENE_00581	Control_Batch1_Rep4	105.587930
GENE_00581	Control_Batch2_Rep3	95.923372
GENE_00581	Control_Batch2_Rep6	90.674675
GENE_00581	Control_Batch3_Rep2	89.700447
GENE_00581	Control_Batch3_Rep5	85.220066
GENE_00581	Treatment_Batch1_Rep2	44.156896
GENE_00581	Treatment_Batch1_Rep5	46.099895
GENE_00581	Treatment_Batch2_Rep1	49.364760
GENE_00581	Treatment_Batch2_Rep4	59.125443
GENE_00581	Treatment_Batch3_Rep3	38.252310
GENE_00581	Treatment_Batch3_Rep6	42.529591
GENE_00582	Control_Batch1_Rep1	148.394894
GENE_00582	Control_Batch1_Rep4	113.632725
GENE_00582	Control_Batch2_Rep3	119.238081
GENE_00582	Control_Batch2_Rep6	133.661188
GENE_00582	Control_Batch3_Rep2	111.057696
GENE_00582	Control_Batch3_Rep5	119.308093
GENE_00582	Treatment_Batch1_Rep2	254.672329
GENE_00582	Treatment_Batch1_Rep5	242.792780
GENE_00582	Treatment_Batch2_Rep1	272.877421
GENE_00582	Treatment_Batch2_Rep4	296.986418
GENE_00582	Treatment_Batch3_Rep3	267.766173
GENE_00582	Treatment_Batch3_Rep6	268.376382
GENE_00583	Control_Batch1_Rep1	445.184682
GENE_00583	Control_Batch1_Rep4	511.850063
GENE_00583	Control_Batch2_Rep3	486.278207
GENE_00583	Control_Batch2_Rep6	490.986574
GENE_00583	Control_Batch3_Rep2	462.740400
GENE_00583	Control_Batch3_Rep5	508.479729
GENE_00583	Treatment_Batch1_Rep2	233.107334
GENE_00583	Treatment_Batch1_Rep5	232.548359
GENE_00583	Treatment_Batch2_Rep1	259.164988
GENE_00583	Treatment_Batch2_Rep4	269.802307
GENE_00583	Treatment_Batch3_Rep3	261.881202
GENE_00583	Treatment_Batch3_Rep6	228.779867
GENE_00584	Control_Batch1_Rep1	527.403474
GENE_00584	Control_Batch1_Rep4	556.096433
GENE_00584	Control_Batch2_Rep3	530.909220
GENE_00584	Control_Batch2_Rep6	507.106517
GENE_00584	Control_Batch3_Rep2	515.421615
GENE_00584	Control_Batch3_Rep5	504.218725
GENE_00584	Treatment_Batch1_Rep2	1066.953831
GENE_00584	Treatment_Batch1_Rep5	1072.590887
GENE_00584	Treatment_Batch2_Rep1	1110.707090
GENE_00584	Treatment_Batch2_Rep4	1076.490815
GENE_00584	Treatment_Batch3_Rep3	1078.420906
GENE_00584	Treatment_Batch3_Rep6	1058.840151
GENE_00585	Control_Batch1_Rep1	640.704981
GENE_00585	Control_Batch1_Rep4	684.813149
GENE_00585	Control_Batch2_Rep3	624.168054
GENE_00585	Control_Batch2_Rep6	652.185997
GENE_00585	Control_Batch3_Rep2	669.193809
GENE_00585	Control_Batch3_Rep5	603.642136
